features,label
0.0 0.0 0.05017569661140442 0.024661600589752197 0.09765902161598206 0.03926819562911987 0.12804847955703735 0.046543896198272705 0.13118287920951843 0.03382527828216553 0.1398274302482605 -0.1067618727684021 0.12711083889007568 -0.0398823618888855 0.10677474737167358 -0.0039517879486083984 0.1020098328590393 -0.00427699089050293 0.10230854153633118 -0.13966387510299683 0.08795857429504395 -0.048772215843200684 0.07027658820152283 -0.012226402759552002 0.06657913327217102 -0.016220450401306152 0.05754473805427551 -0.15353381633758545 0.045054495334625244 -0.06157618761062622 0.033137694001197815 -0.022548258304595947 0.032689958810806274 -0.024014949798583984 0.012763381004333496 -0.15335243940353394 0.00524139404296875 -0.07922720909118652 0.002555176615715027 -0.04063159227371216 0.007251933217048645 -0.03470867872238159,YES
0.0 0.0 0.05157642066478729 0.022788524627685547 0.09959273040294647 0.03524571657180786 0.12928609549999237 0.04151064157485962 0.1263212114572525 0.03510767221450806 0.13936172425746918 -0.10865622758865356 0.12385405600070953 -0.035435259342193604 0.09989546239376068 0.0012050867080688477 0.09258203208446503 0.0021241307258605957 0.1000218540430069 -0.14097261428833008 0.08567331731319427 -0.04907947778701782 0.06653682887554169 -0.00919950008392334 0.062340542674064636 -0.010187685489654541 0.05396835505962372 -0.1536378264427185 0.04299910366535187 -0.06404244899749756 0.03160102665424347 -0.0227891206741333 0.03185056149959564 -0.02310645580291748 0.008894607424736023 -0.151373028755188 0.0037322193384170532 -0.07904094457626343 0.0011360645294189453 -0.03973108530044556 0.006057962775230408 -0.033978939056396484,YES
0.0 0.0 0.04922652244567871 0.016758859157562256 0.09904184937477112 0.022202670574188232 0.1288488507270813 0.016821563243865967 0.11620044708251953 0.001613914966583252 0.1293002963066101 -0.12733471393585205 0.1146988570690155 -0.06336134672164917 0.09396186470985413 -0.01875835657119751 0.0895860493183136 -0.014875829219818115 0.08948448300361633 -0.15906959772109985 0.07241562008857727 -0.07077056169509888 0.05594682693481445 -0.02490055561065674 0.05286732316017151 -0.0224798321723938 0.044487446546554565 -0.17037540674209595 0.03119543194770813 -0.0840112566947937 0.021822944283485413 -0.03988522291183472 0.02247929573059082 -0.03655731678009033 0.00043958425521850586 -0.167738676071167 -0.006918221712112427 -0.10242408514022827 -0.0062424540519714355 -0.060945987701416016 0.00019979476928710938 -0.05065089464187622,YES
0.0 0.0 0.05108579993247986 0.014747321605682373 0.10197708010673523 0.018521249294281006 0.13175639510154724 0.013938188552856445 0.11801135540008545 0.0018259882926940918 0.13147500157356262 -0.13294613361358643 0.11668077111244202 -0.06015431880950928 0.09442174434661865 -0.01722007989883423 0.09156829118728638 -0.022150516510009766 0.09080770611763 -0.1634870171546936 0.07423591613769531 -0.07142531871795654 0.056330859661102295 -0.025734663009643555 0.055922240018844604 -0.03131580352783203 0.045188575983047485 -0.1722448468208313 0.03179466724395752 -0.08366674184799194 0.021403193473815918 -0.03931903839111328 0.02431008219718933 -0.04348099231719971 0.0012890100479125977 -0.1672406792640686 -0.008277267217636108 -0.10276186466217041 -0.00843927264213562 -0.06212955713272095 -0.0007939040660858154 -0.05671006441116333,YES
0.0 0.0 0.05002519488334656 0.011519074440002441 0.10159747302532196 0.013905465602874756 0.1317514330148697 0.0008186697959899902 0.11121757328510284 -0.0210343599319458 0.12696699798107147 -0.149006187915802 0.11512140929698944 -0.08920693397521973 0.09580419957637787 -0.046953439712524414 0.09303601086139679 -0.04517704248428345 0.08614592254161835 -0.17745354771614075 0.07002626359462738 -0.09565496444702148 0.054808005690574646 -0.04932767152786255 0.055709436535835266 -0.05038106441497803 0.04087294638156891 -0.18324929475784302 0.027851641178131104 -0.10206615924835205 0.019917353987693787 -0.05749565362930298 0.024128958582878113 -0.057666897773742676 -0.0024178028106689453 -0.1752648949623108 -0.010617971420288086 -0.11526226997375488 -0.009178534150123596 -0.07349163293838501 -0.000837862491607666 -0.06482326984405518,YES
0.0 0.0 0.05544239282608032 0.0131683349609375 0.11088338494300842 0.013146400451660156 0.14119702577590942 -0.010314106941223145 0.12317121028900146 -0.04201340675354004 0.1319408118724823 -0.1491829752922058 0.12509196996688843 -0.09989219903945923 0.10132792592048645 -0.05405735969543457 0.0930086076259613 -0.04717123508453369 0.09548825025558472 -0.1804685890674591 0.08341965079307556 -0.10960972309112549 0.06384867429733276 -0.05961406230926514 0.05902332067489624 -0.054612696170806885 0.05334818363189697 -0.1910019814968109 0.0422171950340271 -0.11906278133392334 0.030865371227264404 -0.07461363077163696 0.03110148012638092 -0.072579026222229 0.010569185018539429 -0.18774303793907166 0.00338764488697052 -0.13298171758651733 0.002630770206451416 -0.09211784601211548 0.008632123470306396 -0.0836840271949768,YES
0.0 0.0 0.04640337824821472 0.021241426467895508 0.11022266745567322 0.02836364507675171 0.14613661170005798 -0.005384862422943115 0.13718381524085999 -0.0513308048248291 0.13577276468276978 -0.09102505445480347 0.13909080624580383 -0.08201217651367188 0.10855790972709656 -0.039224088191986084 0.10051131248474121 -0.04202842712402344 0.11114585399627686 -0.1313570737838745 0.10710403323173523 -0.11222508549690247 0.07813501358032227 -0.056278765201568604 0.07763984799385071 -0.06447255611419678 0.07784765958786011 -0.1547006368637085 0.07357949018478394 -0.13986876606941223 0.05206400156021118 -0.08218687772750854 0.051022231578826904 -0.08254349231719971 0.03965315222740173 -0.17066770792007446 0.03486567735671997 -0.1499650478363037 0.027185767889022827 -0.10454714298248291 0.029379606246948242 -0.09872221946716309,YES
0.0 0.0 0.049161359667778015 0.024620652198791504 0.11829827725887299 0.02892857789993286 0.16099663078784943 -0.0112382173538208 0.15603844821453094 -0.06368643045425415 0.12534482777118683 -0.057387709617614746 0.1474929004907608 -0.0709078311920166 0.11524181067943573 -0.03612959384918213 0.10312967002391815 -0.033926546573638916 0.10250230133533478 -0.0951417088508606 0.12329049408435822 -0.10894119739532471 0.08971799910068512 -0.058122456073760986 0.08030222356319427 -0.05711179971694946 0.07444997131824493 -0.12293463945388794 0.09550298750400543 -0.14600041508674622 0.0671006590127945 -0.08635574579238892 0.05538110435009003 -0.07639795541763306 0.039049386978149414 -0.14775905013084412 0.05588243901729584 -0.15749412775039673 0.042419180274009705 -0.10978078842163086 0.035290852189064026 -0.09687536954879761,YES
0.0 0.0 0.04970011115074158 0.02504730224609375 0.11754864454269409 0.031027674674987793 0.16013699769973755 -0.01059114933013916 0.15670877695083618 -0.06469035148620605 0.12747669219970703 -0.04925435781478882 0.1568901538848877 -0.06420272588729858 0.13180899620056152 -0.03578370809555054 0.11695045232772827 -0.03229802846908569 0.10414084792137146 -0.08858397603034973 0.13147100806236267 -0.10508796572685242 0.09615179896354675 -0.05558079481124878 0.08363506197929382 -0.0506669282913208 0.07599765062332153 -0.11685287952423096 0.10020068287849426 -0.1382313072681427 0.07110157608985901 -0.08223909139633179 0.058150649070739746 -0.0714867115020752 0.04012376070022583 -0.14199882745742798 0.06019654870033264 -0.15253132581710815 0.04696008563041687 -0.10712483525276184 0.03877119719982147 -0.09262388944625854,YES
0.0 0.0 0.0445709228515625 0.02168196439743042 0.11218211054801941 0.021259784698486328 0.15064820647239685 -0.021536171436309814 0.1398419737815857 -0.07222288846969604 0.1187448501586914 -0.06904178857803345 0.13498455286026 -0.08012670278549194 0.10465115308761597 -0.042360126972198486 0.09592059254646301 -0.0431632399559021 0.09478947520256042 -0.10571250319480896 0.10810291767120361 -0.11654019355773926 0.07801079750061035 -0.06243795156478882 0.07581460475921631 -0.06525939702987671 0.06614938378334045 -0.13112610578536987 0.07641208171844482 -0.14815950393676758 0.05349293351173401 -0.08891016244888306 0.05043257772922516 -0.08381181955337524 0.031985804438591 -0.15294623374938965 0.037061065435409546 -0.15332669019699097 0.026069536805152893 -0.10796776413917542 0.025688469409942627 -0.099845290184021,YES
0.0 0.0 0.04825381934642792 0.01590043306350708 0.1135604977607727 0.013808131217956543 0.1465505063533783 -0.029175996780395508 0.13224130868911743 -0.07539469003677368 0.12587490677833557 -0.097054123878479 0.1328313946723938 -0.09775346517562866 0.10377529263496399 -0.05373060703277588 0.09659057855606079 -0.05361771583557129 0.09920880198478699 -0.13448071479797363 0.10076218843460083 -0.12400797009468079 0.07235068082809448 -0.06621944904327393 0.07263529300689697 -0.07226765155792236 0.06586885452270508 -0.15660876035690308 0.06567198038101196 -0.149084210395813 0.045000940561294556 -0.08972275257110596 0.04482510685920715 -0.08870738744735718 0.027906686067581177 -0.17228174209594727 0.02630169689655304 -0.1559535562992096 0.0187738835811615 -0.11032634973526001 0.02168971300125122 -0.10548818111419678,YES
0.0 0.0 0.051022857427597046 0.011550307273864746 0.11464506387710571 0.005183100700378418 0.14472529292106628 -0.03263652324676514 0.12336942553520203 -0.07062375545501709 0.13009175658226013 -0.1363808512687683 0.12443935871124268 -0.10618317127227783 0.09884771704673767 -0.05915266275405884 0.09085527062416077 -0.0571478009223938 0.09777769446372986 -0.1704048216342926 0.08837917447090149 -0.1249319314956665 0.06686362624168396 -0.06694453954696655 0.06498828530311584 -0.06988626718521118 0.05880454182624817 -0.18437370657920837 0.048848822712898254 -0.13965272903442383 0.03610453009605408 -0.08506643772125244 0.0370606929063797 -0.0868004560470581 0.018518149852752686 -0.18710175156593323 0.010909795761108398 -0.14316055178642273 0.007822483777999878 -0.09894204139709473 0.012378647923469543 -0.09664344787597656,YES
0.0 0.0 0.05424018204212189 0.0055158138275146484 0.11092406511306763 0.0003992319107055664 0.13929349184036255 -0.02714163064956665 0.11537504196166992 -0.05631744861602783 0.12129917740821838 -0.16205036640167236 0.11802241206169128 -0.11136794090270996 0.09788581728935242 -0.06166166067123413 0.08937758207321167 -0.05327385663986206 0.08179566264152527 -0.1875278353691101 0.07428264617919922 -0.11183375120162964 0.05863864719867706 -0.05860179662704468 0.054635778069496155 -0.06011456251144409 0.038627758622169495 -0.19068491458892822 0.03255084156990051 -0.11763715744018555 0.024994120001792908 -0.07257354259490967 0.023803681135177612 -0.0768965482711792 -0.004599839448928833 -0.18112066388130188 -0.006623774766921997 -0.12332981824874878 -0.004511803388595581 -0.08403658866882324 0.0001481175422668457 -0.0816236138343811,YES
0.0 0.0 -0.04776012897491455 -0.020546376705169678 -0.08699548244476318 -0.07820051908493042 -0.09877884387969971 -0.13322383165359497 -0.07711505889892578 -0.16822433471679688 -0.06366097927093506 -0.15828311443328857 -0.07007366418838501 -0.21656069159507751 -0.08781218528747559 -0.22119766473770142 -0.09593605995178223 -0.20601171255111694 -0.02975994348526001 -0.16565513610839844 -0.03083556890487671 -0.24206110835075378 -0.0552789568901062 -0.22270554304122925 -0.06427431106567383 -0.19597598910331726 0.0023606419563293457 -0.15710538625717163 -0.022221267223358154 -0.16950112581253052 -0.03787970542907715 -0.12148123979568481 -0.03323650360107422 -0.10233074426651001 0.03233945369720459 -0.13863050937652588 0.0029705166816711426 -0.13162213563919067 -0.010087549686431885 -0.09739702939987183 -0.0062721967697143555 -0.08823835849761963,NO
0.0 0.0 -0.04608452320098877 -0.023461997509002686 -0.08375531435012817 -0.0801268219947815 -0.097750723361969 -0.13324213027954102 -0.07876121997833252 -0.17071157693862915 -0.06171900033950806 -0.1573411226272583 -0.0689399242401123 -0.2157892882823944 -0.08719104528427124 -0.2184610366821289 -0.09549343585968018 -0.20357707142829895 -0.02924501895904541 -0.1648792028427124 -0.028245210647583008 -0.24545222520828247 -0.05343347787857056 -0.2294042408466339 -0.06405788660049438 -0.20425057411193848 0.0023761391639709473 -0.15690737962722778 -0.019858181476593018 -0.17353999614715576 -0.03246426582336426 -0.12232112884521484 -0.025893449783325195 -0.09900295734405518 0.03227299451828003 -0.13850915431976318 0.005586683750152588 -0.13792067766189575 -0.005401432514190674 -0.10245537757873535 -7.56382942199707e-05 -0.09063434600830078,NO
0.0 0.0 -0.0463564395904541 -0.023280620574951172 -0.08391344547271729 -0.08049887418746948 -0.0982365608215332 -0.1324276328086853 -0.08124428987503052 -0.16768616437911987 -0.06399458646774292 -0.15674275159835815 -0.06953394412994385 -0.2122124433517456 -0.0855027437210083 -0.21596837043762207 -0.09191477298736572 -0.20187312364578247 -0.030613481998443604 -0.16447848081588745 -0.030281484127044678 -0.24341228604316711 -0.054954707622528076 -0.23171719908714294 -0.06519770622253418 -0.21065330505371094 0.0012526512145996094 -0.15651220083236694 -0.020647883415222168 -0.16913378238677979 -0.03290081024169922 -0.12113630771636963 -0.026539504528045654 -0.10179990530014038 0.03190112113952637 -0.13880956172943115 0.0075789690017700195 -0.13873815536499023 -0.007082879543304443 -0.10323452949523926 -0.006963133811950684 -0.08984172344207764,NO
0.0 0.0 -0.046499788761138916 -0.02165311574935913 -0.08263826370239258 -0.08034944534301758 -0.10065239667892456 -0.1362423300743103 -0.08918476104736328 -0.17792966961860657 -0.0713014006614685 -0.15522658824920654 -0.07939207553863525 -0.21327096223831177 -0.08527863025665283 -0.23166733980178833 -0.08466958999633789 -0.21806880831718445 -0.0374147891998291 -0.16471219062805176 -0.04085564613342285 -0.2435528039932251 -0.05680316686630249 -0.24388960003852844 -0.06263792514801025 -0.21899902820587158 -0.005308389663696289 -0.15745168924331665 -0.024073421955108643 -0.17609983682632446 -0.034355759620666504 -0.13115710020065308 -0.032292962074279785 -0.10466361045837402 0.026470422744750977 -0.1408587098121643 0.004308938980102539 -0.1415954828262329 -0.0071277618408203125 -0.11012023687362671 -0.008457541465759277 -0.09568572044372559,NO
0.0 0.0 -0.04693716764450073 -0.03199821710586548 -0.07851946353912354 -0.09602576494216919 -0.09195178747177124 -0.15019488334655762 -0.08783566951751709 -0.19886434078216553 -0.06792956590652466 -0.15884298086166382 -0.07655179500579834 -0.20623230934143066 -0.08353036642074585 -0.23817038536071777 -0.09026479721069336 -0.2658349275588989 -0.038420915603637695 -0.16930252313613892 -0.045202672481536865 -0.2315758466720581 -0.06173056364059448 -0.25312304496765137 -0.07492536306381226 -0.2838914394378662 -0.006697237491607666 -0.1638932228088379 -0.02841651439666748 -0.17807403206825256 -0.033007264137268066 -0.1267998218536377 -0.026267588138580322 -0.11478239297866821 0.023049354553222656 -0.14775395393371582 -0.0021967291831970215 -0.15018796920776367 -0.009462058544158936 -0.11292916536331177 -0.003153383731842041 -0.10438817739486694,NO
0.0 0.0 -0.0465359091758728 -0.02927708625793457 -0.07894212007522583 -0.08728963136672974 -0.09628051519393921 -0.13624107837677002 -0.10501515865325928 -0.1825447678565979 -0.06673973798751831 -0.15641474723815918 -0.07511353492736816 -0.22004163265228271 -0.07876592874526978 -0.26343637704849243 -0.07996195554733276 -0.30323120951652527 -0.03825336694717407 -0.16619223356246948 -0.04723840951919556 -0.24794459342956543 -0.055922627449035645 -0.2934993505477905 -0.05997735261917114 -0.34313446283340454 -0.005683779716491699 -0.15864545106887817 -0.024533629417419434 -0.19013535976409912 -0.03303486108779907 -0.1335856318473816 -0.029801487922668457 -0.1074942946434021 0.025519251823425293 -0.1377507448196411 0.0017403960227966309 -0.15633857250213623 -0.009609818458557129 -0.1173245906829834 -0.008972704410552979 -0.09886640310287476,NO
0.0 0.0 -0.04776906967163086 -0.03504741191864014 -0.08123695850372314 -0.09335428476333618 -0.10419666767120361 -0.14038753509521484 -0.12504476308822632 -0.17613425850868225 -0.06909680366516113 -0.1651599407196045 -0.07656121253967285 -0.23159563541412354 -0.08015799522399902 -0.2731308341026306 -0.08110588788986206 -0.3129505217075348 -0.04121023416519165 -0.17505750060081482 -0.05017167329788208 -0.25810685753822327 -0.05809676647186279 -0.3076484203338623 -0.061766207218170166 -0.35696014761924744 -0.010006904602050781 -0.1671488881111145 -0.029538989067077637 -0.20328447222709656 -0.03856009244918823 -0.1498151421546936 -0.03694570064544678 -0.11776065826416016 0.020636379718780518 -0.14565527439117432 -0.005327939987182617 -0.16633820533752441 -0.016806185245513916 -0.12912994623184204 -0.015737295150756836 -0.1070440411567688,NO
0.0 0.0 -0.044522643089294434 -0.037006378173828125 -0.0779915452003479 -0.10168325901031494 -0.1047438383102417 -0.14846348762512207 -0.13102877140045166 -0.17734980583190918 -0.06434023380279541 -0.17029595375061035 -0.06574434041976929 -0.23844653367996216 -0.06678861379623413 -0.2795475721359253 -0.06618207693099976 -0.318036288022995 -0.0356869101524353 -0.17715269327163696 -0.03863400220870972 -0.2616976797580719 -0.043019235134124756 -0.3105974793434143 -0.04391980171203613 -0.36127883195877075 -0.004749774932861328 -0.1666606068611145 -0.017007648944854736 -0.20728212594985962 -0.02847123146057129 -0.15553230047225952 -0.030974864959716797 -0.12612789869308472 0.024721920490264893 -0.14509743452072144 0.003448188304901123 -0.1671929955482483 -0.009000718593597412 -0.13023340702056885 -0.01051419973373413 -0.11023825407028198,NO
0.0 0.0 -0.047649264335632324 -0.03854060173034668 -0.08335787057876587 -0.10010308027267456 -0.11428266763687134 -0.14180105924606323 -0.1428115963935852 -0.16460749506950378 -0.061981797218322754 -0.17133304476737976 -0.064156174659729 -0.236741840839386 -0.06275761127471924 -0.2780153155326843 -0.05888265371322632 -0.31650054454803467 -0.032890915870666504 -0.1760757863521576 -0.03366154432296753 -0.25765249133110046 -0.03468620777130127 -0.30503517389297485 -0.03225451707839966 -0.3533434271812439 -0.0017108321189880371 -0.16289639472961426 -0.01722705364227295 -0.20081663131713867 -0.027777671813964844 -0.1493818759918213 -0.02733290195465088 -0.1194806694984436 0.02828657627105713 -0.137830913066864 0.004435122013092041 -0.15962255001068115 -0.008823096752166748 -0.12336975336074829 -0.009388566017150879 -0.10219812393188477,NO
0.0 0.0 -0.04700344800949097 -0.03962826728820801 -0.08367025852203369 -0.10278153419494629 -0.11808395385742188 -0.14152055978775024 -0.1476537585258484 -0.1641143560409546 -0.061273932456970215 -0.17206540703773499 -0.062364816665649414 -0.2390131652355194 -0.06113535165786743 -0.28117650747299194 -0.05683767795562744 -0.3206198811531067 -0.03304344415664673 -0.176241934299469 -0.033877551555633545 -0.26006972789764404 -0.034957706928253174 -0.3092496693134308 -0.032157719135284424 -0.3593817949295044 -0.002045929431915283 -0.16338449716567993 -0.017115414142608643 -0.2030947506427765 -0.028815925121307373 -0.15083461999893188 -0.029507100582122803 -0.11941516399383545 0.02742290496826172 -0.13854259252548218 0.0033956170082092285 -0.16214346885681152 -0.01108616590499878 -0.1262209415435791 -0.01244354248046875 -0.10458308458328247,NO
0.0 0.0 -0.046959519386291504 -0.03805065155029297 -0.08257609605789185 -0.09926259517669678 -0.11492514610290527 -0.14064055681228638 -0.14346402883529663 -0.16572803258895874 -0.06234002113342285 -0.17266884446144104 -0.06187313795089722 -0.24103263020515442 -0.060698747634887695 -0.2833664119243622 -0.05647909641265869 -0.3233289122581482 -0.03284454345703125 -0.17600712180137634 -0.033463478088378906 -0.25998786091804504 -0.03502923250198364 -0.3087685704231262 -0.03244304656982422 -0.35853737592697144 -0.0015947818756103516 -0.16293466091156006 -0.014525651931762695 -0.20226585865020752 -0.0271417498588562 -0.1487399935722351 -0.02886098623275757 -0.11618596315383911 0.027458012104034424 -0.1383175253868103 0.00452035665512085 -0.16306990385055542 -0.009459912776947021 -0.12581896781921387 -0.010889172554016113 -0.10310286283493042,NO
0.0 0.0 -0.045670509338378906 -0.03677588701248169 -0.08039689064025879 -0.09611070156097412 -0.10790848731994629 -0.13759207725524902 -0.125868558883667 -0.17444756627082825 -0.06054329872131348 -0.16961288452148438 -0.06198960542678833 -0.23474958539009094 -0.06179863214492798 -0.27593499422073364 -0.05882728099822998 -0.31373023986816406 -0.030868887901306152 -0.17363086342811584 -0.032862305641174316 -0.2547183632850647 -0.03668332099914551 -0.30258649587631226 -0.03666287660598755 -0.35094088315963745 0.0009409785270690918 -0.16102993488311768 -0.01690441370010376 -0.19485458731651306 -0.026664435863494873 -0.1419740915298462 -0.025211751461029053 -0.11227685213088989 0.03073585033416748 -0.1361287236213684 0.004305601119995117 -0.15756279230117798 -0.007586538791656494 -0.12043482065200806 -0.0057411789894104 -0.09957236051559448,NO
0.0 0.0 -0.04425150156021118 -0.03882873058319092 -0.07713186740875244 -0.10133999586105347 -0.10149002075195312 -0.14859461784362793 -0.11824250221252441 -0.18607446551322937 -0.06630635261535645 -0.17030346393585205 -0.068287193775177 -0.2354862093925476 -0.06808185577392578 -0.2760385274887085 -0.06583088636398315 -0.3146389126777649 -0.03648638725280762 -0.17688289284706116 -0.039606571197509766 -0.2572469711303711 -0.04440826177597046 -0.30376356840133667 -0.04615241289138794 -0.3522647023200989 -0.004179537296295166 -0.16597557067871094 -0.019290626049041748 -0.20109844207763672 -0.029870331287384033 -0.1488214135169983 -0.03067868947982788 -0.11945575475692749 0.02628159523010254 -0.1420636773109436 0.0035007596015930176 -0.16292893886566162 -0.008909761905670166 -0.12569868564605713 -0.009584546089172363 -0.10431790351867676,NO
0.0 0.0 -0.047765910625457764 -0.029746413230895996 -0.07673424482345581 -0.09426790475845337 -0.0819849967956543 -0.15020835399627686 -0.0776025652885437 -0.19807922840118408 -0.06517887115478516 -0.15263372659683228 -0.07152479887008667 -0.19201350212097168 -0.07515877485275269 -0.20589572191238403 -0.07377249002456665 -0.2110690474510193 -0.03394263982772827 -0.16015547513961792 -0.03620880842208862 -0.2205943465232849 -0.05029386281967163 -0.22037485241889954 -0.05545276403427124 -0.22053977847099304 -0.0031667351722717285 -0.15206706523895264 -0.018439948558807373 -0.17518207430839539 -0.02363133430480957 -0.12522035837173462 -0.015642404556274414 -0.10392498970031738 0.02705758810043335 -0.13406729698181152 0.008217692375183105 -0.14517682790756226 0.000976264476776123 -0.11111503839492798 0.005923748016357422 -0.09876614809036255,NO
0.0 0.0 -0.046552300453186035 -0.03174358606338501 -0.07551616430282593 -0.09017360210418701 -0.08557283878326416 -0.14480727910995483 -0.08196413516998291 -0.19279614090919495 -0.06731748580932617 -0.16041582822799683 -0.07303905487060547 -0.20677810907363892 -0.0750892162322998 -0.1861814558506012 -0.06787532567977905 -0.16245734691619873 -0.033373117446899414 -0.16569921374320984 -0.04069608449935913 -0.22657328844070435 -0.04817211627960205 -0.17415758967399597 -0.04078418016433716 -0.14623159170150757 -0.0018932819366455078 -0.1551876664161682 -0.014613091945648193 -0.17448186874389648 -0.025104165077209473 -0.11802899837493896 -0.018377065658569336 -0.10279726982116699 0.028414785861968994 -0.1352970004081726 0.010460436344146729 -0.14183545112609863 -0.0016036629676818848 -0.1041368842124939 3.3974647521972656e-05 -0.09581267833709717,NO
0.0 0.0 -0.04659914970397949 -0.028570711612701416 -0.07651805877685547 -0.09387743473052979 -0.08612555265426636 -0.1537451148033142 -0.07988983392715454 -0.2018463909626007 -0.07272309064865112 -0.1585405468940735 -0.07832413911819458 -0.20710843801498413 -0.07998847961425781 -0.20809119939804077 -0.07512062788009644 -0.19399487972259521 -0.03858369588851929 -0.16589951515197754 -0.04286926984786987 -0.2319890856742859 -0.05085116624832153 -0.21020850539207458 -0.04786121845245361 -0.19402578473091125 -0.005783557891845703 -0.15683424472808838 -0.017915785312652588 -0.1804376244544983 -0.026988089084625244 -0.12963300943374634 -0.023724377155303955 -0.11125707626342773 0.025764524936676025 -0.1387210488319397 0.010499954223632812 -0.1508827805519104 -0.0010147690773010254 -0.11637997627258301 -0.0023635029792785645 -0.10459297895431519,NO
0.0 0.0 -0.0485912561416626 -0.035946547985076904 -0.07588422298431396 -0.09792977571487427 -0.08272749185562134 -0.1537165641784668 -0.079281747341156 -0.20165085792541504 -0.06278413534164429 -0.16368472576141357 -0.06985753774642944 -0.20901936292648315 -0.07477974891662598 -0.23871386051177979 -0.07816934585571289 -0.2686397433280945 -0.03367471694946289 -0.16863811016082764 -0.03776425123214722 -0.22679823637008667 -0.048452675342559814 -0.2501828968524933 -0.055004119873046875 -0.28998950123786926 -0.0025691986083984375 -0.15854525566101074 -0.018395543098449707 -0.1873026192188263 -0.02912306785583496 -0.1378980278968811 -0.026265203952789307 -0.12275570631027222 0.027688205242156982 -0.13826841115951538 0.008041679859161377 -0.156744122505188 -0.004884600639343262 -0.12239134311676025 -0.0032975077629089355 -0.11007905006408691,NO
0.0 0.0 -0.0462336540222168 -0.03194141387939453 -0.07404899597167969 -0.09192162752151489 -0.08353656530380249 -0.14704936742782593 -0.08470571041107178 -0.19645905494689941 -0.06283897161483765 -0.15662384033203125 -0.06936204433441162 -0.2167063057422638 -0.07272559404373169 -0.25458386540412903 -0.07525277137756348 -0.2897769808769226 -0.03422904014587402 -0.16317546367645264 -0.04056382179260254 -0.23534038662910461 -0.04925680160522461 -0.2684600055217743 -0.05446302890777588 -0.31022292375564575 -0.002456486225128174 -0.15377086400985718 -0.017032861709594727 -0.18564295768737793 -0.026453733444213867 -0.13193422555923462 -0.024689316749572754 -0.11047857999801636 0.028154432773590088 -0.13258105516433716 0.009103178977966309 -0.1522199511528015 -0.0024643540382385254 -0.11518025398254395 -0.001963973045349121 -0.10014712810516357,NO
0.0 0.0 -0.046669840812683105 -0.034558117389678955 -0.0755547285079956 -0.09412705898284912 -0.08756381273269653 -0.1505361795425415 -0.09008866548538208 -0.1995489001274109 -0.06455719470977783 -0.16444647312164307 -0.07042789459228516 -0.22681158781051636 -0.07271116971969604 -0.26642906665802 -0.07531064748764038 -0.3034696578979492 -0.03499341011047363 -0.17061150074005127 -0.04095423221588135 -0.24411413073539734 -0.04932129383087158 -0.2845786213874817 -0.05606204271316528 -0.32478874921798706 -0.0029515624046325684 -0.15932607650756836 -0.015417158603668213 -0.19474336504936218 -0.027035892009735107 -0.1484031081199646 -0.030410945415496826 -0.11865454912185669 0.02816450595855713 -0.13586682081222534 0.012685656547546387 -0.1620447039604187 -0.002845585346221924 -0.1321277618408203 -0.009754776954650879 -0.11010134220123291,NO
0.0 0.0 -0.04550749063491821 -0.03268921375274658 -0.0742599368095398 -0.08972221612930298 -0.09058982133865356 -0.13731521368026733 -0.10322701930999756 -0.1790180802345276 -0.06470298767089844 -0.1677989363670349 -0.0710095763206482 -0.23468172550201416 -0.07379084825515747 -0.2772129774093628 -0.07340621948242188 -0.3172667622566223 -0.03449767827987671 -0.17403864860534668 -0.0419577956199646 -0.25626444816589355 -0.049522340297698975 -0.3027684986591339 -0.05242949724197388 -0.35038021206855774 -0.0020263195037841797 -0.1627923846244812 -0.018893063068389893 -0.19888141751289368 -0.03056323528289795 -0.14656513929367065 -0.030106306076049805 -0.11674630641937256 0.028095483779907227 -0.13790732622146606 0.004128217697143555 -0.15854614973068237 -0.009461760520935059 -0.12176388502120972 -0.009239435195922852 -0.1006847620010376,NO
0.0 0.0 -0.04745316505432129 -0.03636699914932251 -0.0790327787399292 -0.09649282693862915 -0.09879821538925171 -0.14409387111663818 -0.11453920602798462 -0.18033820390701294 -0.07041049003601074 -0.17359501123428345 -0.07563716173171997 -0.2402210235595703 -0.07716023921966553 -0.28295767307281494 -0.07650518417358398 -0.3227619528770447 -0.04109537601470947 -0.1799713373184204 -0.047089993953704834 -0.26228296756744385 -0.053643107414245605 -0.31042012572288513 -0.05614161491394043 -0.3589800298213959 -0.008670210838317871 -0.16836011409759521 -0.022776663303375244 -0.20714586973190308 -0.03416013717651367 -0.1530281901359558 -0.03527235984802246 -0.1208915114402771 0.022532761096954346 -0.14236414432525635 0.0021206140518188477 -0.16728663444519043 -0.012027859687805176 -0.13070350885391235 -0.014545798301696777 -0.10777223110198975,NO
